job_id,job_title,job_category,experience_level,years_of_experience,education_required,annual_salary_usd,country,remote_work,company_size,industry,ai_salary_premium_pct,demand_score,demand_growth_yoy_pct,benefits_score_10,posting_year,posting_month,is_remote_friendly,is_llm_role,salary_tier
AIJOB0326,AI Engineer,AI Engineering,Entry (0-2 yrs),5,Bootcamp/Self-taught,100000,Japan,Hybrid,Mid-size (501-5000),Energy,13.7,95,74,6.4,2026,2,1,0,Entry (<$100k)
AIJOB0327,AI Ethics Officer,Governance,Mid (3-5 yrs),10,Associate's,110000,UAE,On-site,Mid-size (501-5000),Retail,18,72,15.1,6.9,2026,1,0,0,Mid ($100-150k)
AIJOB0328,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),9,PhD,140000,India,Hybrid,Startup (1-50),Automotive,10.5,85,17.9,8.6,2026,1,1,0,Mid ($100-150k)
AIJOB0329,AI Agent Developer,AI Engineering,Lead (10+ yrs),7,Master's,280000,UAE,On-site,SME (51-500),Automotive,14.9,96,36.9,7.7,2025,2,0,1,Senior ($200-300k)
AIJOB0330,AI Agent Developer,AI Engineering,Senior (6-9 yrs),4,PhD,348000,USA,Fully Remote,Enterprise (5000+),Automotive,11.1,96,50.4,9.8,2026,1,1,1,Elite (>$300k)
AIJOB0331,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),7,Bachelor's,168000,USA,Hybrid,Mid-size (501-5000),Manufacturing,9.1,89,27.5,7.5,2025,11,1,0,Upper-Mid ($150-200k)
AIJOB0332,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),6,Bachelor's,180000,Australia,Fully Remote,SME (51-500),Research,17.4,96,30.9,6.4,2025,5,1,0,Upper-Mid ($150-200k)
AIJOB0333,AI Solutions Architect,Architecture,Entry (0-2 yrs),7,Bootcamp/Self-taught,180000,Netherlands,Fully Remote,Mid-size (501-5000),Education,16.2,84,5.5,9.7,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0334,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),8,Associate's,248000,USA,Hybrid,SME (51-500),Retail,17.4,90,23.9,7.1,2026,1,1,0,Senior ($200-300k)
AIJOB0335,AI Solutions Architect,Architecture,Entry (0-2 yrs),13,PhD,199000,Canada,On-site,Enterprise (5000+),Media,12.2,84,23.2,8.1,2025,12,0,0,Upper-Mid ($150-200k)
AIJOB0336,AI Engineer,AI Engineering,Lead (10+ yrs),3,Master's,243000,USA,Fully Remote,SME (51-500),Media,15.7,95,62.4,6.5,2026,2,1,0,Senior ($200-300k)
AIJOB0337,AI Product Manager,Product,Mid (3-5 yrs),8,PhD,199000,Switzerland,Fully Remote,Enterprise (5000+),Government,16.8,85,10.6,9.6,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0338,RAG Engineer,AI Engineering,Lead (10+ yrs),3,Master's,216000,UK,On-site,Startup (1-50),Manufacturing,7,94,16,8,2026,2,0,1,Senior ($200-300k)
AIJOB0339,Multimodal AI Engineer,AI Engineering,Mid (3-5 yrs),9,Master's,183000,Global,Fully Remote,Startup (1-50),Retail,9.9,90,9.5,9,2025,5,1,0,Upper-Mid ($150-200k)
AIJOB0340,NLP Engineer,AI Engineering,Mid (3-5 yrs),10,PhD,145000,China,Hybrid,Enterprise (5000+),Research,6,91,58.6,6.3,2026,1,1,0,Mid ($100-150k)
AIJOB0341,AI Product Manager,Product,Senior (6-9 yrs),10,Associate's,204000,UK,On-site,Enterprise (5000+),Media,9.8,85,9.2,7.9,2025,8,0,0,Senior ($200-300k)
AIJOB0342,Senior Data Scientist,Data Science,Lead (10+ yrs),10,Master's,261600,USA,Hybrid,Mid-size (501-5000),Retail,8.3,90,11.6,7.2,2026,2,1,0,Senior ($200-300k)
AIJOB0343,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Bachelor's,273000,Global,On-site,SME (51-500),Government,17,95,51.1,7.7,2026,3,0,1,Senior ($200-300k)
AIJOB0344,AI Ethics Officer,Governance,Entry (0-2 yrs),5,Master's,111000,Switzerland,Fully Remote,Enterprise (5000+),Energy,8,72,24.2,6.7,2026,1,1,0,Mid ($100-150k)
AIJOB0345,AI Compliance Manager,Governance,Senior (6-9 yrs),4,Bachelor's,144000,Global,Fully Remote,Startup (1-50),Education,14.6,68,16.4,9.6,2026,1,1,0,Mid ($100-150k)
AIJOB0346,AI Product Manager,Product,Lead (10+ yrs),9,PhD,312000,USA,Fully Remote,Big Tech (FAANG+),Media,11.8,85,15,6.7,2026,2,1,0,Elite (>$300k)
AIJOB0347,Senior ML Engineer,AI Engineering,Mid (3-5 yrs),9,Bootcamp/Self-taught,269000,USA,On-site,SME (51-500),Consulting,11.7,96,29.6,7.7,2025,5,0,0,Senior ($200-300k)
AIJOB0348,AI Business Analyst,Business,Entry (0-2 yrs),6,Bootcamp/Self-taught,95000,China,Fully Remote,Enterprise (5000+),Manufacturing,14.8,78,21.2,8.7,2026,3,1,0,Entry (<$100k)
AIJOB0349,AI Agent Developer,AI Engineering,Senior (6-9 yrs),5,Bootcamp/Self-taught,171000,UAE,On-site,Startup (1-50),Media,8.5,96,22.9,7.6,2025,11,0,1,Upper-Mid ($150-200k)
AIJOB0350,Generative AI Engineer,AI Engineering,Senior (6-9 yrs),8,PhD,150000,India,On-site,Mid-size (501-5000),Technology,16.8,95,36.7,8.2,2026,3,0,1,Mid ($100-150k)
AIJOB0351,AI Solutions Architect,Architecture,Senior (6-9 yrs),7,Master's,180000,China,On-site,Mid-size (501-5000),Finance,14.6,84,16.5,7.5,2026,3,0,0,Upper-Mid ($150-200k)
AIJOB0352,RAG Engineer,AI Engineering,Senior (6-9 yrs),2,Bootcamp/Self-taught,250000,Global,On-site,Mid-size (501-5000),Technology,7.5,94,62.4,7.7,2026,3,0,1,Senior ($200-300k)
AIJOB0353,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),3,Master's,324000,USA,Hybrid,Mid-size (501-5000),Education,4.4,89,19.2,9.2,2025,1,1,0,Elite (>$300k)
AIJOB0354,Data Scientist,Data Science,Lead (10+ yrs),6,Associate's,186000,Netherlands,On-site,Enterprise (5000+),Media,7,92,55.4,7,2026,2,0,0,Upper-Mid ($150-200k)
AIJOB0355,Data Scientist,Data Science,Senior (6-9 yrs),2,Bootcamp/Self-taught,234000,Global,Hybrid,Big Tech (FAANG+),Automotive,7.8,92,82.3,9.2,2026,2,1,0,Senior ($200-300k)
AIJOB0356,Senior Data Scientist,Data Science,Lead (10+ yrs),7,PhD,261600,France,Hybrid,Enterprise (5000+),Healthcare,3.7,90,15.4,9.8,2025,4,1,0,Senior ($200-300k)
AIJOB0357,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),5,PhD,234000,USA,Hybrid,Startup (1-50),Finance,12.9,76,29.8,9,2026,3,1,0,Senior ($200-300k)
AIJOB0358,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),10,Bachelor's,213000,USA,Fully Remote,Big Tech (FAANG+),Automotive,4.1,87,12.3,7.7,2026,3,1,0,Senior ($200-300k)
AIJOB0359,Data Scientist,Data Science,Senior (6-9 yrs),3,Master's,192000,USA,Fully Remote,Mid-size (501-5000),Manufacturing,5.9,92,60.9,6.9,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0360,Prompt Engineer,AI Engineering,Lead (10+ yrs),4,Bootcamp/Self-taught,161000,UK,Hybrid,SME (51-500),Manufacturing,8.4,82,15.9,7.5,2025,11,1,1,Upper-Mid ($150-200k)
AIJOB0361,Senior Data Scientist,Data Science,Senior (6-9 yrs),9,Bootcamp/Self-taught,157000,India,Hybrid,Startup (1-50),Media,7.3,90,16.1,7.3,2026,3,1,0,Upper-Mid ($150-200k)
AIJOB0362,LLM Engineer,AI Engineering,Entry (0-2 yrs),5,Bachelor's,178000,USA,Hybrid,Mid-size (501-5000),Media,5.4,98,61.4,6.1,2026,3,1,1,Upper-Mid ($150-200k)
AIJOB0363,AI Business Analyst,Business,Senior (6-9 yrs),2,Bootcamp/Self-taught,114000,Germany,Hybrid,SME (51-500),Education,15.4,78,16.3,9.7,2026,3,1,0,Mid ($100-150k)
AIJOB0364,AI Business Analyst,Business,Mid (3-5 yrs),7,PhD,147000,Japan,Hybrid,Big Tech (FAANG+),Media,16.2,78,14,6.4,2026,2,1,0,Mid ($100-150k)
AIJOB0365,Senior ML Engineer,AI Engineering,Lead (10+ yrs),12,Master's,360000,USA,Hybrid,Startup (1-50),Retail,14.4,96,87.7,8.6,2026,3,1,0,Elite (>$300k)
AIJOB0366,Prompt Engineer,AI Engineering,Mid (3-5 yrs),2,Bootcamp/Self-taught,116000,USA,Hybrid,SME (51-500),Media,9.7,82,20,7.6,2025,10,1,1,Mid ($100-150k)
AIJOB0367,MLOps Engineer,ML Operations,Mid (3-5 yrs),5,Bachelor's,261000,USA,On-site,Big Tech (FAANG+),Retail,16.2,93,50.7,6.5,2025,1,0,0,Senior ($200-300k)
AIJOB0368,Prompt Engineer,AI Engineering,Senior (6-9 yrs),3,Associate's,206000,Global,Fully Remote,Big Tech (FAANG+),Finance,7.7,82,15.2,6.9,2025,9,1,1,Senior ($200-300k)
AIJOB0369,ML Engineer,AI Engineering,Entry (0-2 yrs),7,Master's,147000,Switzerland,Hybrid,Mid-size (501-5000),Media,8.5,97,56.6,6.7,2026,1,1,0,Mid ($100-150k)
AIJOB0370,Data Scientist,Data Science,Entry (0-2 yrs),3,PhD,138000,Japan,On-site,SME (51-500),Government,3.2,92,53.5,7.5,2025,2,0,0,Mid ($100-150k)
AIJOB0371,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),4,Master's,160000,USA,On-site,Mid-size (501-5000),Research,11.9,76,13,7.6,2025,7,0,0,Upper-Mid ($150-200k)
AIJOB0372,Data Scientist,Data Science,Mid (3-5 yrs),5,Associate's,145000,USA,Hybrid,SME (51-500),Technology,4.6,92,79.7,7,2026,3,1,0,Mid ($100-150k)
AIJOB0373,Data Scientist,Data Science,Mid (3-5 yrs),5,PhD,201000,UK,Fully Remote,Big Tech (FAANG+),Media,8.5,92,54.2,7.6,2026,2,1,0,Senior ($200-300k)
AIJOB0374,ML Engineer,AI Engineering,Senior (6-9 yrs),10,Master's,317000,USA,Fully Remote,Enterprise (5000+),Healthcare,13.6,97,36.9,7.5,2025,3,1,0,Elite (>$300k)
AIJOB0375,Generative AI Engineer,AI Engineering,Lead (10+ yrs),8,Master's,271000,Japan,On-site,Mid-size (501-5000),Manufacturing,17.6,95,39,9.5,2025,1,0,1,Senior ($200-300k)
AIJOB0376,RAG Engineer,AI Engineering,Entry (0-2 yrs),7,Master's,145000,Global,Fully Remote,Startup (1-50),Government,5.5,94,27.9,8.9,2026,1,1,1,Mid ($100-150k)
AIJOB0377,Data Scientist,Data Science,Mid (3-5 yrs),7,Bootcamp/Self-taught,138000,Switzerland,Hybrid,Mid-size (501-5000),Consulting,8,92,32.1,7.9,2025,5,1,0,Mid ($100-150k)
AIJOB0378,AI Ethics Officer,Governance,Entry (0-2 yrs),10,Master's,110000,China,On-site,SME (51-500),Energy,8.7,72,11.5,8.2,2025,9,0,0,Mid ($100-150k)
AIJOB0379,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),7,Associate's,150000,Germany,Hybrid,SME (51-500),Education,13.2,95,18.2,8.7,2025,7,1,1,Mid ($100-150k)
AIJOB0380,Robotics Engineer (AI),Robotics,Entry (0-2 yrs),4,Bootcamp/Self-taught,125000,Switzerland,On-site,Mid-size (501-5000),Automotive,11.1,76,20.6,6.4,2026,1,0,0,Mid ($100-150k)
AIJOB0381,AI Business Analyst,Business,Mid (3-5 yrs),4,Bachelor's,99000,Canada,Hybrid,Mid-size (501-5000),Consulting,9.2,78,29.4,9.5,2025,12,1,0,Entry (<$100k)
AIJOB0382,Senior ML Engineer,AI Engineering,Lead (10+ yrs),11,Bachelor's,292000,USA,Hybrid,Startup (1-50),Finance,12.1,96,78.1,9,2026,2,1,0,Senior ($200-300k)
AIJOB0383,LLM Engineer,AI Engineering,Entry (0-2 yrs),7,PhD,201000,Switzerland,Hybrid,Enterprise (5000+),Technology,3.5,98,72.6,6.7,2026,3,1,1,Senior ($200-300k)
AIJOB0384,AI Security Engineer,Security,Lead (10+ yrs),10,Bootcamp/Self-taught,201000,Germany,Hybrid,Mid-size (501-5000),Retail,13.1,80,21.3,7.4,2026,3,1,0,Senior ($200-300k)
AIJOB0385,AI Compliance Manager,Governance,Lead (10+ yrs),7,PhD,240000,USA,On-site,SME (51-500),Manufacturing,10,68,27.7,9,2025,11,0,0,Senior ($200-300k)
AIJOB0386,AI Ethics Officer,Governance,Senior (6-9 yrs),9,Associate's,204000,Switzerland,Fully Remote,Big Tech (FAANG+),Automotive,14.4,72,22.3,7.8,2025,8,1,0,Senior ($200-300k)
AIJOB0387,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),2,Bootcamp/Self-taught,150000,Canada,On-site,Enterprise (5000+),Education,13.9,95,70.9,6.2,2025,4,0,1,Mid ($100-150k)
AIJOB0388,MLOps Engineer,ML Operations,Senior (6-9 yrs),7,Master's,203000,USA,On-site,SME (51-500),Consulting,14.5,93,79.6,7.3,2025,8,0,0,Senior ($200-300k)
AIJOB0389,NLP Engineer,AI Engineering,Mid (3-5 yrs),9,Associate's,167000,Singapore,Hybrid,Mid-size (501-5000),Media,5.6,91,58.8,9.7,2025,1,1,0,Upper-Mid ($150-200k)
AIJOB0390,AI Compliance Manager,Governance,Mid (3-5 yrs),5,Associate's,100000,China,Fully Remote,Big Tech (FAANG+),Energy,10.1,68,7,7.8,2026,1,1,0,Entry (<$100k)
AIJOB0391,AI Research Scientist,Research,Senior (6-9 yrs),6,Bootcamp/Self-taught,190000,UAE,Fully Remote,Enterprise (5000+),Consulting,13.8,88,5.9,6.8,2025,4,1,0,Upper-Mid ($150-200k)
AIJOB0392,LLM Engineer,AI Engineering,Lead (10+ yrs),8,Bootcamp/Self-taught,330000,USA,On-site,Mid-size (501-5000),Manufacturing,3.3,98,52.4,7.3,2026,2,0,1,Elite (>$300k)
AIJOB0393,Prompt Engineer,AI Engineering,Senior (6-9 yrs),2,PhD,189000,Singapore,Fully Remote,Enterprise (5000+),Retail,3.7,82,6.8,6.1,2025,4,1,1,Upper-Mid ($150-200k)
AIJOB0394,Multimodal AI Engineer,AI Engineering,Senior (6-9 yrs),7,PhD,235000,Canada,Fully Remote,Mid-size (501-5000),Government,16.2,90,23.9,6,2026,1,1,0,Senior ($200-300k)
AIJOB0395,LLM Engineer,AI Engineering,Mid (3-5 yrs),6,Bootcamp/Self-taught,160000,UK,Hybrid,SME (51-500),Education,6.9,98,42.4,8.2,2025,12,1,1,Upper-Mid ($150-200k)
AIJOB0396,AI Engineer,AI Engineering,Senior (6-9 yrs),7,Master's,211000,Global,Hybrid,Mid-size (501-5000),Manufacturing,16,95,81.7,8.2,2025,7,1,0,Senior ($200-300k)
AIJOB0397,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),8,Master's,215000,Australia,On-site,Startup (1-50),Education,4.4,89,27.8,7.5,2025,5,0,0,Senior ($200-300k)
AIJOB0398,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),3,Bachelor's,231000,UAE,Hybrid,Startup (1-50),Healthcare,12.8,90,6.7,9.6,2026,1,1,0,Senior ($200-300k)
AIJOB0399,Deep Learning Engineer,AI Engineering,Lead (10+ yrs),7,Master's,270000,France,On-site,Enterprise (5000+),Education,5.8,89,25.2,8,2026,2,0,0,Senior ($200-300k)
AIJOB0400,AI Solutions Architect,Architecture,Entry (0-2 yrs),13,Bachelor's,209000,Switzerland,Fully Remote,Big Tech (FAANG+),Energy,12.6,84,27.8,6.7,2026,2,1,0,Senior ($200-300k)
AIJOB0401,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),7,PhD,250000,USA,Hybrid,SME (51-500),Finance,15.8,85,15.3,6.6,2025,1,1,0,Senior ($200-300k)
AIJOB0402,AI Solutions Architect,Architecture,Lead (10+ yrs),12,Bootcamp/Self-taught,349000,USA,Hybrid,Startup (1-50),Manufacturing,12.6,84,16.5,6.3,2026,3,1,0,Elite (>$300k)
AIJOB0403,AI Solutions Architect,Architecture,Senior (6-9 yrs),6,Master's,324000,USA,Fully Remote,Enterprise (5000+),Consulting,14.8,84,8.8,7.4,2025,1,1,0,Elite (>$300k)
AIJOB0404,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),9,Bachelor's,254000,Japan,On-site,SME (51-500),Technology,11.8,90,10,6.9,2026,1,0,0,Senior ($200-300k)
AIJOB0405,Senior ML Engineer,AI Engineering,Entry (0-2 yrs),8,Bachelor's,245000,USA,On-site,Enterprise (5000+),Media,11.3,96,56,6.7,2025,9,0,0,Senior ($200-300k)
AIJOB0406,LLM Engineer,AI Engineering,Mid (3-5 yrs),4,Master's,160000,Netherlands,On-site,Startup (1-50),Automotive,8.7,98,62.4,7.4,2025,4,0,1,Upper-Mid ($150-200k)
AIJOB0407,Prompt Engineer,AI Engineering,Lead (10+ yrs),5,Bachelor's,230000,France,Hybrid,Big Tech (FAANG+),Healthcare,9.2,82,12.9,9.2,2026,2,1,1,Senior ($200-300k)
AIJOB0408,AI Engineer,AI Engineering,Lead (10+ yrs),7,Bootcamp/Self-taught,101000,China,Hybrid,Big Tech (FAANG+),Finance,15.4,95,70.3,8.4,2025,6,1,0,Mid ($100-150k)
AIJOB0409,AI Ethics Officer,Governance,Mid (3-5 yrs),4,Bootcamp/Self-taught,110000,France,Hybrid,SME (51-500),Manufacturing,15.6,72,18,9.7,2026,2,1,0,Mid ($100-150k)
AIJOB0410,AI Compliance Manager,Governance,Senior (6-9 yrs),3,PhD,234000,USA,On-site,SME (51-500),Consulting,16.7,68,6.7,6.7,2026,1,0,0,Senior ($200-300k)
AIJOB0411,Deep Learning Engineer,AI Engineering,Mid (3-5 yrs),6,Associate's,142000,USA,On-site,Startup (1-50),Research,6,89,20.1,7.2,2026,3,0,0,Mid ($100-150k)
AIJOB0412,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),5,PhD,141000,Germany,Hybrid,Enterprise (5000+),Retail,4.1,89,23.2,7,2026,2,1,0,Mid ($100-150k)
AIJOB0413,MLOps Engineer,ML Operations,Lead (10+ yrs),8,Bachelor's,285000,Australia,Fully Remote,Big Tech (FAANG+),Government,11.7,93,50.7,8.4,2026,2,1,0,Senior ($200-300k)
AIJOB0414,ML Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,244000,USA,Hybrid,Enterprise (5000+),Automotive,17.2,97,41.4,8.7,2025,11,1,0,Senior ($200-300k)
AIJOB0415,AI Agent Developer,AI Engineering,Lead (10+ yrs),6,Master's,329000,USA,Fully Remote,Mid-size (501-5000),Media,16.8,96,27.1,7.6,2026,3,1,1,Elite (>$300k)
AIJOB0416,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),4,Bootcamp/Self-taught,225000,Australia,On-site,Big Tech (FAANG+),Research,15.5,76,22.5,6,2025,8,0,0,Senior ($200-300k)
AIJOB0417,AI Engineer,AI Engineering,Lead (10+ yrs),4,Associate's,186000,USA,Hybrid,Startup (1-50),Healthcare,9.1,95,56.4,6.8,2025,12,1,0,Upper-Mid ($150-200k)
AIJOB0418,AI Research Scientist,Research,Lead (10+ yrs),5,Bootcamp/Self-taught,275000,USA,Hybrid,Mid-size (501-5000),Finance,13.9,88,16.9,8.6,2025,1,1,0,Senior ($200-300k)
AIJOB0419,Computer Vision Engineer,AI Engineering,Entry (0-2 yrs),3,Bachelor's,232000,USA,Fully Remote,Big Tech (FAANG+),Consulting,10,87,25.4,9.6,2026,2,1,0,Senior ($200-300k)
AIJOB0420,RAG Engineer,AI Engineering,Senior (6-9 yrs),7,Bachelor's,255000,USA,Hybrid,Mid-size (501-5000),Energy,9.1,94,52.6,8.5,2025,11,1,1,Senior ($200-300k)
AIJOB0421,AI Product Manager,Product,Entry (0-2 yrs),5,PhD,227000,USA,Hybrid,Mid-size (501-5000),Research,14.1,85,22.8,9.3,2026,3,1,0,Senior ($200-300k)
AIJOB0422,AI Security Engineer,Security,Lead (10+ yrs),10,Bachelor's,280000,USA,On-site,SME (51-500),Automotive,17.4,80,22.5,6.4,2026,1,0,0,Senior ($200-300k)
AIJOB0423,AI Research Scientist,Research,Senior (6-9 yrs),11,Master's,218000,Canada,Fully Remote,Enterprise (5000+),Automotive,15.7,88,20,8.4,2025,12,1,0,Senior ($200-300k)
AIJOB0424,Generative AI Engineer,AI Engineering,Lead (10+ yrs),2,Master's,353000,Australia,Fully Remote,Big Tech (FAANG+),Manufacturing,13.8,95,15.1,6.2,2026,2,1,1,Elite (>$300k)
AIJOB0425,Prompt Engineer,AI Engineering,Mid (3-5 yrs),5,Associate's,98000,Canada,Fully Remote,Mid-size (501-5000),Retail,6.5,82,16.4,8.3,2025,11,1,1,Entry (<$100k)
AIJOB0426,AI Infrastructure Eng,Infrastructure,Senior (6-9 yrs),8,PhD,324000,USA,Fully Remote,Big Tech (FAANG+),Research,8.6,85,25.3,6.6,2026,3,1,0,Elite (>$300k)
AIJOB0427,NLP Engineer,AI Engineering,Lead (10+ yrs),5,Bootcamp/Self-taught,284000,USA,Hybrid,SME (51-500),Government,6.7,91,35.7,8.6,2025,9,1,0,Senior ($200-300k)
AIJOB0428,LLM Engineer,AI Engineering,Senior (6-9 yrs),2,Associate's,251000,USA,Fully Remote,SME (51-500),Automotive,4.4,98,62.5,7.4,2026,1,1,1,Senior ($200-300k)
AIJOB0429,Multimodal AI Engineer,AI Engineering,Lead (10+ yrs),3,Master's,360000,USA,Fully Remote,Enterprise (5000+),Consulting,10.5,90,8,7.5,2025,10,1,0,Elite (>$300k)
AIJOB0430,AI Research Scientist,Research,Lead (10+ yrs),11,Bootcamp/Self-taught,163000,Australia,Hybrid,Startup (1-50),Technology,17.9,88,17,8.6,2025,10,1,0,Upper-Mid ($150-200k)
AIJOB0431,AI Research Scientist,Research,Lead (10+ yrs),5,PhD,291000,Australia,Hybrid,Enterprise (5000+),Media,13.2,88,19.6,8.7,2026,1,1,0,Senior ($200-300k)
AIJOB0432,AI Compliance Manager,Governance,Mid (3-5 yrs),3,Associate's,117000,USA,Hybrid,Startup (1-50),Media,15.5,68,7.1,6.5,2025,9,1,0,Mid ($100-150k)
AIJOB0433,AI Research Scientist,Research,Mid (3-5 yrs),12,PhD,124000,Netherlands,Hybrid,Startup (1-50),Energy,10.1,88,7.5,9.1,2025,4,1,0,Mid ($100-150k)
AIJOB0434,Senior Data Scientist,Data Science,Mid (3-5 yrs),10,Associate's,157000,France,Hybrid,SME (51-500),Government,9.6,90,21.9,9.6,2025,4,1,0,Upper-Mid ($150-200k)
AIJOB0435,Senior ML Engineer,AI Engineering,Senior (6-9 yrs),7,Associate's,185000,Germany,Hybrid,SME (51-500),Finance,14.8,96,44.7,7.3,2025,6,1,0,Upper-Mid ($150-200k)
AIJOB0436,AI Compliance Manager,Governance,Mid (3-5 yrs),9,PhD,100000,Germany,Fully Remote,SME (51-500),Research,13.9,68,25.2,6.4,2025,10,1,0,Entry (<$100k)
AIJOB0437,MLOps Engineer,ML Operations,Entry (0-2 yrs),9,Bachelor's,130000,Japan,On-site,Mid-size (501-5000),Research,9.3,93,42.7,8.8,2025,12,0,0,Mid ($100-150k)
AIJOB0438,AI Agent Developer,AI Engineering,Lead (10+ yrs),4,Bootcamp/Self-taught,217000,Singapore,Fully Remote,SME (51-500),Manufacturing,14.3,96,20.6,6.9,2025,10,1,1,Senior ($200-300k)
AIJOB0439,ML Engineer,AI Engineering,Lead (10+ yrs),9,Bachelor's,336000,USA,Fully Remote,Mid-size (501-5000),Automotive,15.5,97,67.1,8.7,2026,1,1,0,Elite (>$300k)
AIJOB0440,Generative AI Engineer,AI Engineering,Entry (0-2 yrs),3,Associate's,158000,UAE,Hybrid,Big Tech (FAANG+),Education,11.7,95,23.3,9.5,2025,9,1,1,Upper-Mid ($150-200k)
AIJOB0441,AI Compliance Manager,Governance,Senior (6-9 yrs),6,Bootcamp/Self-taught,164000,USA,Fully Remote,Mid-size (501-5000),Education,16.5,68,6.4,6,2026,2,1,0,Upper-Mid ($150-200k)
AIJOB0442,Data Engineer (AI),Data Engineering,Senior (6-9 yrs),2,Master's,187000,USA,Fully Remote,Startup (1-50),Media,12.1,88,27.8,6,2026,2,1,0,Upper-Mid ($150-200k)
AIJOB0443,NLP Engineer,AI Engineering,Senior (6-9 yrs),5,PhD,318000,Global,Fully Remote,Enterprise (5000+),Manufacturing,8,91,23.1,7.1,2025,7,1,0,Elite (>$300k)
AIJOB0444,Generative AI Engineer,AI Engineering,Mid (3-5 yrs),7,Master's,164000,Canada,Fully Remote,Startup (1-50),Media,15.4,95,75.3,6.5,2026,1,1,1,Upper-Mid ($150-200k)
AIJOB0445,Senior Data Scientist,Data Science,Entry (0-2 yrs),10,Master's,157000,USA,Hybrid,Mid-size (501-5000),Automotive,8.1,90,9.7,7.1,2025,5,1,0,Upper-Mid ($150-200k)
AIJOB0446,AI Infrastructure Eng,Infrastructure,Mid (3-5 yrs),9,Bootcamp/Self-taught,158000,UK,Hybrid,Enterprise (5000+),Consulting,10.3,85,8.3,6.1,2026,1,1,0,Upper-Mid ($150-200k)
AIJOB0447,Prompt Engineer,AI Engineering,Mid (3-5 yrs),4,Bachelor's,240000,USA,Hybrid,Big Tech (FAANG+),Government,5.1,82,11.7,7.1,2025,7,1,1,Senior ($200-300k)
AIJOB0448,NLP Engineer,AI Engineering,Mid (3-5 yrs),8,Bachelor's,145000,Canada,Hybrid,Startup (1-50),Healthcare,6.4,91,39.4,6.4,2026,3,1,0,Mid ($100-150k)
AIJOB0449,Robotics Engineer (AI),Robotics,Senior (6-9 yrs),8,PhD,264000,USA,Hybrid,Mid-size (501-5000),Healthcare,14,76,6,9.7,2026,1,1,0,Senior ($200-300k)
AIJOB0450,Deep Learning Engineer,AI Engineering,Entry (0-2 yrs),7,Associate's,141000,Switzerland,Fully Remote,Startup (1-50),Media,9.3,89,16.2,8.7,2026,1,1,0,Mid ($100-150k)
AIJOB0451,AI Ethics Officer,Governance,Entry (0-2 yrs),6,Master's,134000,Netherlands,Hybrid,Big Tech (FAANG+),Healthcare,13.1,72,19.1,7.5,2026,1,1,0,Mid ($100-150k)
AIJOB0452,AI Research Scientist,Research,Mid (3-5 yrs),12,Associate's,191000,USA,On-site,SME (51-500),Healthcare,13.3,88,12.3,8.4,2026,2,0,0,Upper-Mid ($150-200k)
AIJOB0453,Senior Data Scientist,Data Science,Mid (3-5 yrs),5,Master's,157000,Germany,Fully Remote,Startup (1-50),Government,5.1,90,29.6,8.4,2025,6,1,0,Upper-Mid ($150-200k)
AIJOB0454,NLP Engineer,AI Engineering,Senior (6-9 yrs),4,Bachelor's,175000,Germany,Hybrid,SME (51-500),Healthcare,8.1,91,46.7,6.6,2026,2,1,0,Upper-Mid ($150-200k)
AIJOB0455,AI Research Scientist,Research,Mid (3-5 yrs),6,Master's,160000,Switzerland,On-site,SME (51-500),Healthcare,10.5,88,27.7,9.7,2025,9,0,0,Upper-Mid ($150-200k)
AIJOB0456,Senior Data Scientist,Data Science,Entry (0-2 yrs),6,Bootcamp/Self-taught,208000,USA,On-site,Big Tech (FAANG+),Retail,7.4,90,5.3,9.7,2026,1,0,0,Senior ($200-300k)
AIJOB0457,Robotics Engineer (AI),Robotics,Mid (3-5 yrs),10,Master's,125000,Canada,Hybrid,Startup (1-50),Media,14.3,76,8.1,9.1,2025,5,1,0,Mid ($100-150k)
AIJOB0458,Data Scientist,Data Science,Mid (3-5 yrs),2,Bachelor's,155000,UAE,Fully Remote,Enterprise (5000+),Consulting,8.8,92,23.2,6.6,2025,2,1,0,Upper-Mid ($150-200k)
